account_length,intertiol_plan,number_vm_messages,total_day_min,total_day_calls,total_eve_min,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,customer_service_calls,service quality,priority customer level,total data usage,network coverage,total messages usage,Churn,total_mins,total_calls,total_charge,avg_min_per_call
45.0,0,0.0,142.4,107.0,318.7,78.0,224.1,108.0,11.1,7.0,1.0,9.0,3.0,68.0,512.0,417.0,0,685.2,293.0,61.379999999999995,2.338566552901024
106.0,0,37.0,223.5,104.0,235.1,99.0,140.1,90.0,10.6,5.0,2.0,4.0,1.0,44.0,862.0,185.0,0,598.7,293.0,64.28,2.043344709897611
33.0,0,0.0,182.5,65.0,232.1,96.0,149.2,82.0,7.5,2.0,2.0,8.0,2.0,6.0,209.0,143.0,0,563.8,243.0,57.470000000000006,2.320164609053498
68.0,0,0.0,219.6,97.0,141.1,144.0,205.7,101.0,10.8,4.0,2.0,8.0,3.0,60.0,918.0,672.0,0,566.4,342.0,58.58,1.656140350877193
106.0,0,0.0,193.6,66.0,238.2,82.0,176.4,107.0,12.9,3.0,0.0,0.0,3.0,3.0,670.0,650.0,0,608.1999999999999,255.0,61.099999999999994,2.385098039215686
141.0,0,0.0,192.4,111.0,156.9,87.0,175.8,82.0,11.0,6.0,0.0,0.0,1.0,45.0,475.0,145.0,0,525.1,280.0,53.959999999999994,1.875357142857143
98.0,0,0.0,236.2,122.0,189.4,110.0,153.6,104.0,13.3,4.0,0.0,0.0,2.0,67.0,713.0,624.0,0,579.2,336.0,63.16,1.723809523809524
94.0,0,28.0,233.2,88.0,113.3,102.0,118.0,71.0,16.1,4.0,0.0,0.0,1.0,48.0,601.0,538.0,0,464.5,261.0,54.580000000000005,1.7796934865900382
65.0,0,0.0,158.8,53.0,188.5,132.0,189.3,87.0,9.8,4.0,2.0,8.0,3.0,59.0,347.0,351.0,0,536.6,272.0,51.53999999999999,1.972794117647059
85.0,0,0.0,126.1,112.0,274.7,126.0,184.4,95.0,9.8,4.0,1.0,7.0,3.0,22.0,363.0,182.0,0,585.1999999999999,333.0,53.09,1.757357357357357
71.0,0,0.0,290.4,108.0,253.9,92.0,263.3,126.0,10.1,5.0,3.0,2.0,1.0,7.0,179.0,177.0,1,807.5999999999999,326.0,82.79999999999998,2.4773006134969324
112.0,0,30.0,60.6,113.0,165.9,96.0,132.8,99.0,13.3,7.0,0.0,0.0,2.0,48.0,587.0,555.0,0,359.3,308.0,30.38,1.1665584415584416
110.0,0,0.0,148.4,95.0,193.8,98.0,206.0,106.0,6.9,6.0,0.0,0.0,2.0,9.0,764.0,184.0,0,548.2,299.0,50.97,1.833444816053512
111.0,0,0.0,246.5,108.0,216.3,89.0,179.6,99.0,12.7,3.0,2.0,6.0,3.0,33.0,340.0,301.0,0,642.4,296.0,68.38,2.17027027027027
74.0,0,0.0,298.1,112.0,201.3,100.0,214.7,88.0,9.7,4.0,2.0,2.0,1.0,4.0,495.0,338.0,1,714.1,300.0,77.44999999999999,2.380333333333333
105.0,0,0.0,119.3,82.0,185.1,111.0,157.0,74.0,10.9,4.0,2.0,9.0,2.0,8.0,501.0,378.0,0,461.4,267.0,43.080000000000005,1.7280898876404494
40.0,0,0.0,242.5,82.0,232.9,97.0,154.0,86.0,9.6,7.0,0.0,0.0,1.0,68.0,122.0,414.0,0,629.4,265.0,67.96000000000001,2.3750943396226414
128.0,1,18.0,222.1,89.0,160.6,109.0,218.8,102.0,13.6,2.0,0.0,0.0,1.0,3.0,109.0,124.0,1,601.5,300.0,61.26,2.005
123.0,0,0.0,236.2,135.0,273.9,88.0,227.0,77.0,10.1,6.0,2.0,0.0,1.0,5.0,440.0,384.0,1,737.0999999999999,300.0,73.65,2.457
122.0,0,0.0,144.2,87.0,212.2,74.0,169.3,87.0,9.5,4.0,0.0,0.0,3.0,55.0,663.0,418.0,0,525.7,248.0,50.169999999999995,2.1197580645161294
114.0,0,19.0,154.6,100.0,241.6,109.0,160.0,112.0,12.6,1.0,3.0,4.0,3.0,64.0,289.0,517.0,0,556.2,321.0,54.02,1.732710280373832
102.0,0,25.0,137.4,100.0,176.7,83.0,188.2,93.0,10.2,6.0,2.0,8.0,1.0,24.0,509.0,575.0,0,502.3,276.0,46.849999999999994,1.819927536231884
126.0,0,0.0,103.7,93.0,127.0,107.0,329.3,66.0,14.4,1.0,0.0,0.0,3.0,47.0,710.0,593.0,0,560.0,266.0,43.25,2.1052631578947367
150.0,0,0.0,136.6,112.0,209.4,81.0,161.1,78.0,12.2,2.0,3.5,0.0,1.0,5.0,249.0,383.0,1,507.1,271.0,48.269999999999996,1.8712177121771219
60.0,0,0.0,289.8,101.0,255.6,115.0,242.8,76.0,11.7,4.0,2.0,0.0,1.0,7.0,237.0,139.0,1,788.2,292.0,81.93,2.699315068493151
123.0,0,0.0,260.9,85.0,168.5,103.0,178.3,91.0,13.3,5.0,3.0,6.0,2.0,38.0,958.0,528.0,0,607.7,279.0,66.69,2.178136200716846
138.0,1,0.0,196.2,129.0,176.5,86.0,232.4,108.0,15.2,1.0,0.0,0.0,1.0,1.0,236.0,342.0,1,605.1,323.0,58.81,1.8733746130030962
29.0,0,0.0,195.6,71.0,126.4,74.0,148.6,87.0,14.2,4.0,1.0,4.0,1.0,8.0,210.0,346.0,0,470.6,232.0,50.68,2.028448275862069
111.0,0,0.0,222.2,96.0,162.5,111.0,184.9,120.0,11.9,7.0,3.5,4.0,3.0,34.0,260.0,477.0,0,569.6,327.0,59.900000000000006,1.7418960244648318
37.0,1,0.0,172.9,119.0,183.0,86.0,226.4,100.0,9.8,1.0,0.0,0.0,1.0,8.0,111.0,290.0,1,582.3,305.0,55.14,1.9091803278688524
111.0,0,0.0,249.8,109.0,242.4,106.0,231.8,78.0,11.6,4.0,0.0,0.0,1.0,7.0,416.0,332.0,1,724.0,293.0,73.5,2.47098976109215
81.0,0,0.0,154.5,84.0,216.2,91.0,229.8,82.0,13.7,3.0,1.0,4.0,2.0,59.0,984.0,584.0,0,600.5,257.0,54.989999999999995,2.3365758754863815
46.0,0,0.0,90.4,108.0,276.2,77.0,146.5,111.0,12.7,2.0,1.0,7.0,3.0,31.0,654.0,415.0,0,513.1,296.0,45.44,1.733445945945946
69.0,0,27.0,268.8,78.0,246.6,89.0,271.9,102.0,16.4,3.0,0.0,0.0,1.0,52.0,323.0,432.0,0,787.3,269.0,78.89999999999999,2.9267657992565055
125.0,0,0.0,106.1,95.0,157.6,113.0,192.5,69.0,8.1,3.0,1.0,7.0,3.0,23.0,980.0,279.0,0,456.2,277.0,40.099999999999994,1.6469314079422381
43.0,0,0.0,34.94999999999999,117.0,160.9,97.0,279.5,96.0,10.7,3.0,3.0,4.0,1.0,12.0,731.0,708.0,0,475.35,310.0,32.21,1.5333870967741936
127.0,0,27.0,140.1,59.0,223.4,111.0,257.9,73.0,3.8,10.0,1.0,7.0,2.0,59.0,611.0,605.0,0,621.4,243.0,54.42,2.557201646090535
94.0,0,0.0,245.0,112.0,180.4,91.0,262.9,105.0,9.7,6.0,1.0,6.0,2.0,63.0,752.0,447.0,0,688.3,308.0,68.81,2.2347402597402595
46.0,0,0.0,196.7,85.0,205.9,74.0,216.6,112.0,11.2,5.0,3.0,7.0,1.0,33.0,580.0,700.0,0,619.2,271.0,60.69,2.2848708487084872
73.0,0,26.0,131.2,98.0,106.5,97.0,221.7,96.0,10.2,6.0,2.0,7.0,2.0,32.0,153.0,552.0,0,459.4,291.0,41.33,1.5786941580756013
146.0,0,23.0,149.6,96.0,239.8,124.0,293.5,135.0,7.4,4.0,2.0,5.0,2.0,45.0,303.0,376.0,0,682.9,355.0,59.02,1.9236619718309858
93.0,0,0.0,239.8,70.0,251.8,99.0,168.6,112.0,10.9,10.0,1.0,8.0,1.0,59.0,350.0,265.0,0,660.2,281.0,69.76,2.349466192170819
52.0,0,31.0,142.1,77.0,193.0,97.0,253.4,88.0,11.0,4.0,1.0,9.0,2.0,45.0,642.0,648.0,0,588.5,262.0,51.97,2.24618320610687
202.0,0,0.0,115.4,137.0,178.7,70.0,185.7,113.0,6.0,3.0,3.0,8.0,1.0,49.0,870.0,301.0,0,479.8,320.0,43.17,1.4993750000000001
129.0,0,31.0,193.0,99.0,224.8,87.0,197.6,91.0,10.3,8.0,2.0,5.0,2.0,67.0,467.0,265.0,0,615.4,277.0,60.81,2.2216606498194946
94.0,0,0.0,206.1,49.0,224.6,115.0,256.7,74.0,13.0,1.0,1.0,5.0,3.0,62.0,958.0,389.0,0,687.4,238.0,65.67999999999999,2.888235294117647
100.0,0,0.0,160.3,138.0,221.3,92.0,150.4,120.0,11.2,2.0,0.0,0.0,2.0,45.0,438.0,665.0,0,532.0,350.0,52.83,1.52
43.0,0,0.0,199.9,108.0,288.4,80.0,180.6,103.0,11.3,7.0,1.0,5.0,1.0,53.0,893.0,444.0,0,668.9,291.0,66.61999999999999,2.2986254295532644
130.0,0,0.0,213.1,105.0,206.2,108.0,163.4,93.0,8.9,3.0,0.0,0.0,2.0,67.0,759.0,284.0,0,582.6999999999999,306.0,61.11,1.9042483660130716
124.0,0,0.0,178.3,102.0,235.0,120.0,239.7,119.0,10.9,1.0,3.0,7.0,1.0,67.0,820.0,220.0,0,653.0,341.0,61.08,1.9149560117302054
92.0,1,0.0,252.3,120.0,207.0,112.0,284.6,95.0,12.0,5.0,3.0,2.0,1.0,1.0,143.0,200.0,1,743.9000000000001,327.0,73.3,2.2749235474006118
48.0,0,0.0,197.7,64.0,136.7,126.0,244.4,81.0,13.2,5.0,3.5,9.0,3.0,57.0,727.0,513.0,0,578.8,271.0,56.23,2.1357933579335793
98.0,0,29.0,111.1,105.0,217.9,101.0,248.1,108.0,6.6,3.0,2.0,5.0,1.0,55.0,865.0,261.0,0,577.1,314.0,48.56999999999999,1.8378980891719745
100.0,0,0.0,96.5,86.0,210.2,133.0,146.4,106.0,12.5,3.0,1.0,0.0,1.0,7.0,379.0,231.0,1,453.1,325.0,40.870000000000005,1.3941538461538463
79.0,0,0.0,156.9,109.0,122.2,87.0,189.1,103.0,11.3,5.0,3.0,5.0,2.0,67.0,484.0,331.0,0,468.20000000000005,299.0,45.57,1.5658862876254183
164.0,0,0.0,123.3,78.0,170.0,85.0,165.9,78.0,12.7,2.0,1.0,5.0,1.0,43.0,648.0,679.0,0,459.20000000000005,241.0,42.879999999999995,1.9053941908713694
105.0,0,0.0,193.7,108.0,183.2,124.0,293.7,72.0,10.8,5.0,1.0,8.0,2.0,22.0,893.0,281.0,0,670.5999999999999,304.0,61.72,2.2059210526315787
89.0,1,0.0,206.9,134.0,167.7,105.0,155.7,86.0,10.9,4.0,0.0,0.0,1.0,19.0,573.0,292.0,0,530.3,325.0,56.43,1.6316923076923076
126.0,0,0.0,249.8,96.0,261.9,92.0,166.8,108.0,12.7,4.0,3.0,2.0,1.0,4.0,394.0,161.0,1,678.5,296.0,72.24000000000001,2.29222972972973
96.0,0,0.0,144.0,102.0,224.7,73.0,227.7,91.0,10.0,7.0,1.0,7.0,1.0,5.0,983.0,273.0,0,596.4,266.0,53.83,2.2421052631578946
120.0,0,33.0,299.5,83.0,163.4,84.0,146.7,88.0,11.6,5.0,0.0,0.0,1.0,1.0,524.0,363.0,0,609.5999999999999,255.0,71.41,2.3905882352941172
208.0,0,0.0,226.0,127.0,304.6,83.0,181.2,132.0,12.6,4.0,2.0,0.0,1.0,4.0,157.0,289.0,1,711.8,342.0,72.46000000000001,2.081286549707602
72.0,0,0.0,137.6,106.0,143.5,94.0,273.7,110.0,9.6,6.0,2.0,9.0,3.0,35.0,453.0,206.0,0,554.8,310.0,47.910000000000004,1.7896774193548386
155.0,1,26.0,211.7,121.0,139.2,123.0,146.7,89.0,11.1,3.0,1.0,7.0,3.0,28.0,890.0,256.0,0,497.59999999999997,333.0,54.42,1.4942942942942943
89.0,0,0.0,89.7,80.0,179.8,81.0,145.7,120.0,9.5,4.0,2.0,8.0,3.0,4.0,677.0,441.0,0,415.2,281.0,37.09,1.4775800711743772
126.0,1,0.0,197.6,126.0,246.5,112.0,285.3,104.0,12.5,8.0,2.0,7.0,1.0,8.0,607.0,367.0,0,729.4000000000001,342.0,67.38000000000001,2.1327485380116964
172.0,0,0.0,270.0,102.0,256.6,111.0,168.5,104.0,12.0,5.0,2.0,2.0,1.0,9.0,146.0,407.0,1,695.1,317.0,75.28999999999999,2.192744479495268
75.0,0,0.0,224.7,116.0,192.0,79.0,212.2,98.0,11.3,10.5,3.0,6.0,2.0,17.0,203.0,356.0,0,628.9,293.0,64.07000000000001,2.1464163822525597
143.0,0,0.0,194.3,99.0,123.6,133.0,229.5,99.0,10.2,2.0,2.0,5.0,1.0,41.0,684.0,469.0,0,547.4,331.0,53.87,1.6537764350453172
166.0,1,0.0,47.7,89.0,264.4,95.0,235.2,97.0,13.2,3.0,0.0,0.0,1.0,6.0,136.0,133.0,1,547.3,281.0,41.16,1.9476868327402133
132.0,0,0.0,190.1,105.0,182.2,116.0,279.8,105.0,13.0,2.0,1.0,5.0,2.0,17.0,796.0,284.0,0,652.0999999999999,326.0,60.400000000000006,2.0003067484662576
94.0,1,0.0,89.5,94.0,335.6875,106.0,172.9,76.0,7.9,1.0,1.0,2.0,1.0,9.0,488.0,204.0,1,598.0875,276.0,51.54,2.1669836956521737
99.0,0,0.0,182.6,83.0,154.5,111.0,196.0,57.0,12.1,5.0,0.0,0.0,3.0,52.0,717.0,639.0,0,533.1,251.0,52.99,2.1239043824701196
136.0,0,35.0,205.5,86.0,298.5,119.0,214.2,104.0,6.9,4.0,1.0,5.0,2.0,8.0,489.0,715.0,0,718.2,309.0,69.95,2.324271844660194
119.0,0,0.0,231.5,82.0,266.9,97.0,211.0,118.0,7.4,10.0,1.0,8.0,1.0,48.0,390.0,377.0,0,709.4,297.0,71.53999999999999,2.3885521885521883
115.0,1,0.0,251.3,69.0,252.5,96.0,118.3,112.0,9.9,1.0,3.0,0.0,1.0,8.0,165.0,227.0,1,622.1,277.0,69.5,2.2458483754512635
160.0,0,0.0,171.2,103.0,243.5,121.0,178.2,92.0,13.0,3.0,2.0,9.0,3.0,22.0,159.0,505.0,0,592.9,316.0,57.81999999999999,1.8762658227848101
166.0,0,0.0,197.9,89.0,251.0,113.0,138.3,85.0,11.2,2.0,2.0,5.0,1.0,45.0,603.0,616.0,0,587.2,287.0,61.2,2.045993031358885
120.0,0,0.0,134.8,94.0,204.1,106.0,238.4,109.0,6.7,8.0,1.0,9.0,3.0,17.0,223.0,385.0,0,577.3,309.0,51.0,1.868284789644013
173.0,0,0.0,191.4,114.0,168.5,138.0,109.3,99.0,10.3,3.0,1.0,4.0,2.0,30.0,314.0,574.0,0,469.2,351.0,51.78,1.3367521367521367
156.0,0,0.0,174.5,65.0,197.4,116.0,238.5,86.0,10.6,2.0,0.0,0.0,2.0,57.0,994.0,189.0,0,610.4,267.0,57.18000000000001,2.286142322097378
70.0,0,0.0,177.4,125.0,226.2,104.0,254.1,72.0,10.9,4.0,0.0,0.0,3.0,69.0,635.0,388.0,0,657.7,301.0,60.82,2.185049833887043
41.0,0,0.0,182.1,89.0,211.5,104.0,207.4,124.0,6.8,1.0,1.0,9.0,1.0,25.0,465.0,517.0,0,601.0,317.0,58.269999999999996,1.8958990536277602
132.0,0,0.0,222.4,85.0,165.4,76.0,208.4,97.0,11.2,4.0,0.0,0.0,1.0,33.0,230.0,420.0,0,596.2,258.0,61.25000000000001,2.3108527131782948
47.0,1,0.0,47.8,120.0,178.9,123.0,152.6,96.0,13.3,7.0,0.0,0.0,1.0,9.0,356.0,207.0,1,379.29999999999995,339.0,30.210000000000004,1.1188790560471975
160.0,0,0.0,121.8,97.0,89.3,97.0,150.7,92.0,10.3,5.0,1.0,6.0,3.0,65.0,161.0,523.0,0,361.79999999999995,286.0,35.08,1.2650349650349648
180.0,0,0.0,143.5,121.0,189.3,111.0,174.9,82.0,8.8,5.0,3.0,8.0,1.0,18.0,632.0,229.0,0,507.70000000000005,314.0,48.35999999999999,1.6168789808917199
93.0,0,0.0,164.9,68.0,210.4,86.0,229.4,104.0,7.8,4.0,2.0,6.0,3.0,22.0,673.0,354.0,0,604.7,258.0,56.23,2.3437984496124034
109.0,0,0.0,193.6,58.0,148.7,115.0,282.5,105.0,13.1,1.0,2.0,7.0,2.0,51.0,547.0,390.0,0,624.8,278.0,58.26,2.247482014388489
80.0,0,0.0,101.1,121.0,263.2,110.0,137.7,74.0,7.3,5.0,0.0,0.0,3.0,50.0,761.0,207.0,0,501.99999999999994,305.0,45.760000000000005,1.645901639344262
54.0,0,24.0,92.3,88.0,193.1,98.0,99.3,119.0,11.6,3.0,2.0,6.0,1.0,67.0,230.0,336.0,0,384.7,305.0,36.57,1.261311475409836
121.0,0,0.0,168.9,128.0,123.9,99.0,266.3,105.0,3.25,7.0,2.0,5.0,3.0,40.0,193.0,180.0,0,559.1,332.0,51.22,1.6840361445783134
157.0,0,29.0,219.2,102.0,206.0,109.0,192.4,117.0,15.0,5.0,1.0,7.0,1.0,33.0,495.0,188.0,0,617.6,328.0,63.42999999999999,1.8829268292682928
170.0,0,37.0,178.1,130.0,242.8,103.0,243.0,93.0,13.0,4.0,0.0,0.0,2.0,56.0,557.0,474.0,0,663.9,326.0,61.85,2.0365030674846625
138.0,0,0.0,146.5,101.0,284.5,142.0,176.0,98.0,14.0,6.0,3.0,5.0,2.0,56.0,844.0,686.0,0,607.0,341.0,57.010000000000005,1.780058651026393
92.0,0,31.0,172.3,116.0,266.2,91.0,228.2,90.0,11.8,5.0,1.0,8.0,1.0,24.0,590.0,695.0,0,666.7,297.0,62.19,2.244781144781145
126.0,0,0.0,190.9,143.0,149.7,72.0,191.4,87.0,13.0,3.0,1.0,7.0,2.0,34.0,963.0,632.0,0,532.0,302.0,53.78,1.7615894039735098
41.0,0,0.0,232.1,74.0,327.1,88.0,226.5,119.0,10.9,2.0,3.0,0.0,1.0,7.0,190.0,218.0,1,785.7,281.0,77.45,2.7960854092526692
167.0,0,0.0,169.2,124.0,173.3,108.0,216.5,64.0,12.4,4.0,3.5,0.0,1.0,3.0,107.0,256.0,1,559.0,296.0,53.230000000000004,1.8885135135135136
91.0,0,0.0,123.8,107.0,319.0,125.0,237.6,78.0,7.3,4.0,2.0,4.0,1.0,31.0,789.0,704.0,0,680.4,310.0,58.86,2.1948387096774193
127.0,0,0.0,96.0,117.0,177.0,68.0,162.2,127.0,9.7,4.0,3.0,5.0,3.0,20.0,428.0,401.0,0,435.2,312.0,38.67,1.3948717948717948
88.0,0,27.0,93.4,106.0,252.0,92.0,189.0,104.0,10.9,1.0,1.0,9.0,3.0,25.0,674.0,482.0,0,534.4,302.0,45.800000000000004,1.7695364238410596
113.0,0,0.0,90.6,130.0,170.6,100.0,137.4,74.0,5.4,9.0,1.0,4.0,2.0,16.0,388.0,578.0,0,398.6,304.0,36.08,1.3111842105263158
78.0,0,0.0,152.9,81.0,256.6,82.0,173.6,112.0,5.3,6.0,2.0,7.0,2.0,22.0,317.0,141.0,0,583.1,275.0,55.61,2.1203636363636362
123.0,0,0.0,257.9,92.0,211.6,71.0,189.3,104.0,9.4,2.0,2.0,7.0,2.0,59.0,539.0,478.0,0,658.8,267.0,70.35,2.4674157303370783
136.0,1,29.0,85.2,98.0,230.4,85.0,243.6,104.0,9.0,3.0,2.0,7.0,3.0,55.0,542.0,493.0,0,559.2,287.0,45.02,1.948432055749129
68.0,0,34.0,160.0,72.0,184.5,119.0,208.3,101.0,6.1,10.0,1.0,4.0,2.0,11.0,664.0,128.0,0,552.8,292.0,52.24999999999999,1.8931506849315067
132.0,0,10.0,182.9,54.0,292.4,68.0,142.3,116.0,11.5,4.0,0.0,0.0,3.0,19.0,786.0,686.0,0,617.5999999999999,238.0,62.339999999999996,2.594957983193277
133.0,0,0.0,216.2,67.0,222.2,133.0,192.0,95.0,3.25,1.0,2.0,9.0,1.0,8.0,711.0,136.0,0,630.4,295.0,64.28,2.136949152542373
127.0,0,0.0,261.7,105.0,181.8,107.0,100.9,131.0,3.3,5.0,0.0,0.0,2.0,56.0,600.0,396.0,0,544.4,343.0,64.48,1.5871720116618075
110.0,0,0.0,241.2,105.0,174.3,85.0,245.3,59.0,8.5,4.0,2.0,8.0,3.0,64.0,630.0,344.0,0,660.8,249.0,66.86,2.6538152610441763
121.0,0,0.0,177.2,142.0,123.5,88.0,213.2,51.0,8.4,6.0,1.0,4.0,3.0,31.0,737.0,599.0,0,513.9,281.0,50.21000000000001,1.8288256227758006
116.0,0,0.0,89.5,128.0,180.8,137.0,193.1,94.0,14.0,3.0,2.0,4.0,1.0,33.0,448.0,494.0,0,463.4,359.0,39.28,1.2908077994428968
112.0,1,16.0,200.3,72.0,197.8,91.0,151.1,92.0,10.4,3.0,1.0,9.0,1.0,24.0,310.0,683.0,0,549.2,255.0,57.66,2.1537254901960785
97.0,1,0.0,145.0,103.0,294.3,93.0,239.8,120.0,11.0,2.0,3.5,0.0,1.0,5.0,119.0,228.0,1,679.1,316.0,60.46,2.1490506329113925
43.0,0,0.0,159.5,99.0,119.7,149.0,173.9,126.0,6.8,3.0,2.0,9.0,3.0,36.0,747.0,487.0,0,453.1,374.0,45.12,1.2114973262032087
110.0,0,0.0,151.8,106.0,138.0,126.0,233.5,112.0,11.2,8.0,3.0,9.0,1.0,57.0,689.0,139.0,0,523.3,344.0,48.05,1.521220930232558
67.0,0,0.0,176.2,120.0,236.0,138.0,152.5,104.0,10.6,4.0,1.0,6.0,3.0,8.0,749.0,284.0,0,564.7,362.0,56.87,1.5599447513812157
166.0,0,0.0,152.1,95.0,121.0,105.0,198.0,126.0,9.8,5.0,0.0,0.0,2.0,19.0,635.0,669.0,0,471.1,326.0,45.06,1.4450920245398773
129.0,0,0.0,161.3,122.0,220.6,95.0,224.7,104.0,9.6,3.0,1.0,4.0,1.0,19.0,663.0,374.0,0,606.5999999999999,321.0,56.28,1.889719626168224
103.0,1,0.0,171.7,78.0,144.5,86.0,157.9,106.0,6.8,3.0,3.0,6.0,1.0,42.0,323.0,129.0,0,474.1,270.0,48.58,1.7559259259259261
71.0,0,0.0,278.9,110.0,190.2,67.0,255.2,84.0,11.7,7.0,0.0,0.0,1.0,6.0,385.0,398.0,1,724.3,261.0,75.06,2.775095785440613
112.0,0,27.0,213.0,121.0,226.2,101.0,189.8,99.0,11.1,3.0,3.5,8.0,2.0,36.0,887.0,544.0,0,629.0,321.0,63.98,1.9595015576323989
8.0,0,36.0,242.9,67.0,170.9,59.0,177.3,130.0,4.8,10.5,1.0,9.0,1.0,25.0,735.0,167.0,0,591.1,256.0,63.8,2.308984375
98.0,0,0.0,217.2,121.0,303.4,73.0,197.1,71.0,12.4,2.0,0.0,0.0,1.0,7.0,462.0,301.0,1,717.6999999999999,265.0,71.58,2.7083018867924524
90.0,0,0.0,175.9,111.0,285.2,115.0,150.8,122.0,13.0,7.0,1.0,6.0,1.0,41.0,432.0,316.0,0,611.9000000000001,348.0,60.93,1.7583333333333335
13.0,0,0.0,303.2,133.0,170.5,86.0,227.6,80.0,11.5,3.0,0.0,0.0,1.0,4.0,361.0,304.0,1,701.3,299.0,76.27,2.345484949832776
58.0,0,0.0,238.9,107.0,187.2,88.0,181.1,84.0,11.8,3.0,2.0,8.0,2.0,2.0,758.0,634.0,0,607.2,279.0,64.67,2.1763440860215058
137.0,0,22.0,189.6,48.0,179.0,137.0,179.6,126.0,11.4,5.0,2.0,5.0,3.0,24.0,528.0,128.0,0,548.2,311.0,55.529999999999994,1.7627009646302252
116.0,0,0.0,133.3,94.0,247.8,126.0,219.0,78.0,11.3,5.0,3.5,0.0,1.0,3.0,321.0,194.0,1,600.1,298.0,53.58,2.013758389261745
94.0,0,28.0,92.7,107.0,127.8,86.0,225.6,86.0,9.9,4.0,3.0,4.0,2.0,1.0,920.0,589.0,0,446.1,279.0,36.769999999999996,1.5989247311827959
87.0,0,0.0,177.2,72.0,248.9,105.0,200.8,87.0,8.6,7.0,3.0,9.0,1.0,32.0,856.0,433.0,0,626.9000000000001,264.0,60.32,2.3746212121212125
120.0,0,0.0,184.5,103.0,209.0,86.0,169.7,70.0,10.2,6.0,2.0,6.0,2.0,1.0,290.0,500.0,0,563.2,259.0,56.78,2.1745173745173747
97.0,0,24.0,176.1,109.0,159.4,81.0,269.1,94.0,12.1,9.0,0.0,0.0,2.0,55.0,447.0,423.0,0,604.6,284.0,55.6,2.12887323943662
134.0,0,0.0,204.7,108.0,143.1,105.0,165.8,84.0,11.0,4.0,3.5,7.0,2.0,13.0,534.0,151.0,0,513.5999999999999,297.0,54.419999999999995,1.7292929292929289
68.0,0,0.0,143.6,80.0,134.3,65.0,215.6,84.0,15.5,5.0,2.0,5.0,2.0,4.0,921.0,718.0,0,493.5,229.0,45.53,2.1550218340611353
93.0,0,0.0,179.3,93.0,188.8,65.0,253.2,88.0,12.1,5.0,1.0,7.0,3.0,34.0,692.0,272.0,0,621.3,246.0,57.92,2.5256097560975608
120.0,0,0.0,137.3,100.0,212.2,129.0,152.7,92.0,10.5,2.0,1.0,6.0,2.0,8.0,803.0,313.0,0,502.2,321.0,48.24999999999999,1.564485981308411
41.0,0,0.0,237.8,92.0,223.5,154.5,217.4,90.0,10.2,6.0,2.0,8.0,3.0,66.0,805.0,247.0,0,678.7,336.5,69.21,2.0169390787518573
80.0,0,0.0,203.7,92.0,216.4,97.0,154.2,66.0,7.6,5.0,2.0,9.0,3.0,36.0,143.0,601.0,0,574.3,255.0,59.96,2.252156862745098
83.0,0,25.0,191.3,95.0,250.7,136.0,249.4,86.0,17.25,5.0,2.0,6.0,3.0,7.0,866.0,180.0,0,691.4,317.0,65.05,2.181072555205047
109.0,1,0.0,209.1,141.0,205.0,93.0,119.4,111.0,7.8,3.0,2.0,8.0,1.0,38.0,986.0,159.0,0,533.5,345.0,58.349999999999994,1.546376811594203
66.0,0,33.0,88.8,104.0,109.6,94.0,172.7,107.0,7.1,9.0,3.0,5.0,3.0,61.0,320.0,658.0,0,371.09999999999997,305.0,32.19,1.2167213114754096
104.0,0,0.0,97.2,88.0,155.6,85.0,261.6,105.0,12.4,5.0,0.0,0.0,2.0,52.0,732.0,462.0,0,514.4000000000001,278.0,41.519999999999996,1.8503597122302162
89.0,0,0.0,137.9,96.0,192.6,63.0,255.7,125.0,11.0,5.0,1.0,7.0,1.0,35.0,525.0,228.0,0,586.2,284.0,51.32,2.0640845070422538
127.0,0,0.0,224.3,112.0,185.7,103.0,159.4,83.0,10.0,1.0,2.0,4.0,2.0,20.0,132.0,357.0,0,569.4,298.0,61.080000000000005,1.910738255033557
117.0,0,13.0,207.6,65.0,152.7,77.0,232.8,95.0,9.7,3.0,1.0,4.0,1.0,43.0,938.0,515.0,0,593.0999999999999,237.0,58.75,2.50253164556962
128.0,0,0.0,268.1,95.0,120.5,126.0,220.8,121.0,14.4,6.0,2.0,8.0,2.0,41.0,327.0,416.0,0,609.4000000000001,342.0,65.76,1.78187134502924
88.0,0,0.0,166.7,61.0,179.3,88.0,242.7,131.0,6.8,7.0,3.5,0.0,1.0,1.0,424.0,384.0,1,588.7,280.0,54.5,2.1025
61.0,0,0.0,267.1,104.0,180.4,131.0,230.6,106.0,17.25,4.0,1.0,2.0,1.0,3.0,407.0,346.0,1,678.1,341.0,71.11999999999999,1.9885630498533724
22.0,0,0.0,181.8,108.0,198.6,148.0,206.6,96.0,9.3,3.0,2.0,4.0,3.0,36.0,707.0,281.0,0,587.0,352.0,57.09,1.6676136363636365
78.0,0,0.0,147.1,80.0,199.7,100.0,160.7,106.0,13.7,7.0,0.0,0.0,1.0,57.0,144.0,263.0,0,507.49999999999994,286.0,49.21000000000001,1.7744755244755244
