account_length,location_code,intertiol_plan,voice_mail_plan,number_vm_messages,total_day_min,total_day_calls,total_day_charge,total_eve_min,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,total_mins,total_calls,total_charge,avg_min_per_call
104.0,1,0,0,0.0,264.0,108.0,44.88,132.2,75.0,11.24,177.7,91.0,8.0,10.6,8.0,2.86,3.0,573.9,274.0,64.12,2.0945255474452553
107.0,2,0,1,38.0,219.4,92.0,37.3,180.5,73.0,15.34,104.1,91.0,4.68,11.0,1.0,2.97,2.0,504.0,256.0,57.32,1.96875
72.0,2,0,0,0.0,138.9,111.0,23.61,211.6,102.0,17.99,179.5,91.0,8.08,10.8,3.0,2.92,1.0,530.0,304.0,49.67999999999999,1.743421052631579
146.0,1,0,0,0.0,206.3,151.0,35.07,148.6,89.0,12.63,167.2,91.0,7.52,6.1,3.0,1.65,1.0,522.0999999999999,331.0,55.22,1.5773413897280963
148.0,1,0,0,0.0,86.3,134.0,14.67,246.6,92.0,20.96,251.6,91.0,11.32,11.3,4.0,3.05,1.0,584.5,317.0,46.95,1.8438485804416405
112.0,2,0,0,0.0,217.1,76.0,36.91,205.2,100.0,17.44,185.7,91.0,8.36,9.4,3.0,2.54,2.0,608.0,267.0,62.709999999999994,2.2771535580524342
75.0,1,0,0,0.0,122.8,89.0,20.88,211.3,104.0,17.96,261.4,91.0,11.76,10.7,2.0,2.89,2.0,595.5,284.0,50.6,2.096830985915493
65.0,1,0,1,29.0,215.5,129.0,36.64,161.9,77.0,13.76,128.3,91.0,5.77,8.8,5.0,2.38,2.0,505.7,297.0,56.17,1.7026936026936026
28.0,2,0,0,0.0,180.8,109.0,30.74,288.8,58.0,24.55,191.9,91.0,8.64,14.1,6.0,3.81,2.0,661.5,258.0,63.93,2.563953488372093
159.0,1,0,1,23.0,153.6,93.0,26.11,216.9,88.0,18.44,161.3,91.0,7.26,12.6,3.0,3.4,2.0,531.8,272.0,51.809999999999995,1.9551470588235293
99.0,2,1,1,39.0,126.8,94.0,21.56,293.6,115.0,24.96,174.1,91.0,7.83,8.4,4.0,2.27,0.0,594.5,300.0,54.349999999999994,1.9816666666666667
95.0,0,0,1,20.0,165.7,78.0,28.17,215.6,94.0,18.33,243.3,91.0,10.95,9.8,6.0,2.65,0.0,624.5999999999999,263.0,57.45,2.374904942965779
105.0,0,0,0,0.0,206.2,84.0,35.05,256.4,138.0,21.79,117.1,91.0,5.27,9.0,3.0,2.43,1.0,579.6999999999999,313.0,62.11,1.8520766773162938
1.0,1,0,0,0.0,196.1,107.0,33.34,296.5,82.0,25.2,211.5,91.0,9.52,7.0,2.0,1.89,1.0,704.1,280.0,68.06,2.5146428571428574
123.0,0,0,0,0.0,260.9,85.0,44.35,168.5,103.0,14.32,178.3,91.0,8.02,13.3,5.0,3.59,3.0,607.7,279.0,66.69,2.178136200716846
90.0,1,0,0,0.0,261.8,128.0,44.51,220.6,104.0,18.75,136.6,91.0,6.15,9.6,5.0,2.59,1.0,619.0,323.0,69.41,1.91640866873065
114.0,1,1,1,31.0,174.5,104.0,29.67,224.2,92.0,19.06,116.3,91.0,5.23,12.3,10.0,3.32,2.0,515.0,287.0,53.96000000000001,1.7944250871080138
106.0,1,0,0,0.0,235.2,121.0,39.98,220.6,87.0,18.75,236.3,91.0,10.63,11.8,4.0,3.19,1.0,692.0999999999999,299.0,69.36,2.314715719063545
124.0,1,0,0,0.0,178.4,72.0,30.33,233.6,134.0,19.86,179.4,91.0,8.07,12.0,2.0,3.24,0.0,591.4,297.0,58.26,1.9912457912457913
64.0,0,0,0,0.0,145.5,116.0,24.74,228.4,110.0,19.41,273.4,91.0,12.3,8.9,8.0,2.4,1.0,647.3,317.0,56.45,2.041955835962145
107.0,2,0,0,0.0,189.7,76.0,32.25,156.1,65.0,13.27,244.0,91.0,10.98,8.3,3.0,2.24,5.0,589.8,232.0,56.5,2.5422413793103447
16.0,2,0,0,0.0,229.6,78.0,39.03,205.7,108.0,17.48,166.2,91.0,7.48,10.8,2.0,2.92,0.0,601.5,277.0,63.99000000000001,2.1714801444043323
73.0,1,0,0,0.0,157.1,109.0,26.71,268.8,83.0,22.85,181.5,91.0,8.17,10.0,8.0,2.7,0.0,607.4,283.0,57.730000000000004,2.1462897526501767
148.0,1,0,1,26.0,244.9,150.0,41.63,118.0,138.0,10.03,236.0,91.0,10.62,15.2,4.0,4.1,2.0,598.9,379.0,62.28,1.5802110817941952
96.0,0,0,0,0.0,144.0,102.0,24.48,224.7,73.0,19.1,227.7,91.0,10.25,10.0,7.0,2.7,1.0,596.4,266.0,53.83,2.2421052631578946
37.0,2,0,0,0.0,229.9,125.0,39.78,271.6,89.0,21.24,217.1,91.0,9.32,8.9,4.0,2.4,2.0,718.6,305.0,70.34,2.356065573770492
121.0,0,0,0,0.0,184.4,104.0,27.97,341.82500000000005,73.0,28.927500000000002,290.0,91.0,13.37,11.2,2.0,3.02,0.0,816.225,268.0,70.2675,3.0456156716417913
112.0,1,0,0,0.0,263.5,123.0,45.33,214.1,96.0,18.22,173.1,91.0,7.16,16.4,6.0,4.43,3.0,650.7,310.0,70.71,2.099032258064516
92.0,2,1,0,0.0,235.3,127.0,41.89,208.0,106.0,17.6,299.6,91.0,12.81,12.0,6.0,3.24,3.0,742.9000000000001,324.0,72.3,2.2929012345679016
159.0,1,0,0,0.0,271.8,103.0,48.89,186.5,109.0,17.11,238.9,91.0,10.08,7.4,6.0,2.0,2.0,697.2,303.0,76.08,2.3009900990099013
95.0,1,0,0,0.0,194.6,114.0,33.08,232.8,106.0,19.79,173.4,92.0,7.8,3.8,2.0,1.03,3.0,600.8,312.0,60.669999999999995,1.9256410256410255
108.0,2,0,0,0.0,138.6,122.0,23.56,172.3,117.0,14.65,231.6,92.0,10.42,9.8,3.0,2.65,1.0,542.5,331.0,48.63,1.6389728096676737
88.0,1,0,1,17.0,219.5,78.0,37.32,222.1,94.0,18.88,188.3,92.0,8.47,16.1,5.0,4.35,1.0,629.9000000000001,264.0,64.67,2.3859848484848487
91.0,1,0,1,39.0,169.8,105.0,28.87,65.2,116.0,5.54,144.4,92.0,6.5,10.9,4.0,2.94,1.0,379.4,313.0,40.910000000000004,1.2121405750798722
45.0,1,0,0,0.0,96.1,103.0,16.34,246.8,134.0,20.98,229.7,92.0,10.34,9.7,4.0,2.62,1.0,572.5999999999999,329.0,47.66,1.7404255319148934
55.0,2,1,0,0.0,106.1,77.0,18.04,123.5,100.0,10.5,96.4,92.0,4.34,12.9,3.0,3.48,0.0,326.0,269.0,32.879999999999995,1.211895910780669
51.0,1,1,0,0.0,153.6,108.0,26.11,232.9,85.0,19.8,214.2,92.0,9.64,14.1,4.0,3.81,0.0,600.7,285.0,55.55,2.1077192982456143
115.0,0,0,0,0.0,127.7,67.0,21.71,182.9,90.0,15.55,172.9,92.0,7.78,10.6,7.0,2.86,1.0,483.5,249.0,45.040000000000006,1.9417670682730923
85.0,0,0,1,33.0,207.9,95.0,35.34,233.5,88.0,19.85,221.3,92.0,9.96,13.5,3.0,3.65,1.0,662.7,275.0,65.15,2.409818181818182
117.0,2,0,0,0.0,149.9,95.0,25.48,256.1,110.0,21.77,212.7,92.0,9.57,13.3,10.5,3.59,2.0,618.7,297.0,56.82,2.083164983164983
169.0,1,0,0,0.0,179.2,111.0,30.46,175.2,130.0,14.89,228.6,92.0,10.29,9.9,6.0,2.67,2.0,583.0,333.0,55.64,1.7507507507507507
98.0,2,0,1,21.0,161.2,114.0,27.4,252.2,83.0,21.44,160.2,92.0,7.21,4.4,8.0,1.19,4.0,573.5999999999999,289.0,56.050000000000004,1.98477508650519
160.0,1,0,0,0.0,85.8,77.0,14.59,165.3,110.0,14.05,178.5,92.0,8.03,9.2,4.0,2.48,3.0,429.6,279.0,36.67,1.5397849462365591
79.0,2,0,1,21.0,264.3,79.0,44.93,202.8,118.0,17.24,173.4,92.0,7.8,6.3,3.0,1.7,4.0,640.5,289.0,69.97,2.216262975778547
99.0,0,0,0,0.0,190.4,102.0,32.37,158.1,107.0,13.44,271.5,92.0,12.22,11.2,4.0,3.02,2.0,620.0,301.0,58.029999999999994,2.0598006644518274
31.0,1,0,0,0.0,177.3,129.0,30.14,152.8,105.0,12.99,162.9,92.0,7.33,5.1,2.0,1.38,0.0,493.0,326.0,50.46,1.5122699386503067
83.0,1,0,0,0.0,195.0,92.0,33.15,210.5,83.0,17.89,180.6,92.0,8.13,11.0,10.5,2.97,0.0,586.1,267.0,59.17,2.195131086142322
131.0,1,0,1,28.0,249.6,87.0,42.43,227.2,138.0,19.31,239.9,92.0,10.8,7.6,3.0,2.05,3.0,716.6999999999999,317.0,72.53999999999999,2.2608832807570978
74.0,1,0,1,32.0,174.6,107.0,29.68,310.6,115.0,26.4,234.7,92.0,10.56,9.0,4.0,2.43,1.0,719.9000000000001,314.0,66.64,2.292675159235669
57.0,1,0,0,0.0,158.1,117.0,26.88,115.2,149.0,9.79,182.4,92.0,8.21,11.8,7.0,3.19,0.0,455.70000000000005,358.0,44.88,1.272905027932961
132.0,0,0,1,36.0,201.9,93.0,34.32,156.3,75.0,13.29,131.3,92.0,5.91,13.7,5.0,3.7,0.0,489.50000000000006,260.0,53.519999999999996,1.8826923076923079
120.0,1,0,0,0.0,137.3,100.0,23.34,212.2,129.0,18.04,152.7,92.0,6.87,10.5,2.0,2.84,1.0,502.2,321.0,48.24999999999999,1.564485981308411
117.0,1,0,1,23.0,198.1,86.0,33.68,177.0,86.0,15.05,180.5,92.0,8.12,6.8,6.0,1.84,1.0,555.6,264.0,56.85,2.1045454545454545
79.0,2,0,1,31.0,103.1,90.0,17.53,243.0,135.0,20.66,76.4,92.0,3.44,12.2,8.0,3.29,3.0,422.5,317.0,41.629999999999995,1.332807570977918
86.0,0,0,0,0.0,226.3,88.0,38.47,223.0,107.0,18.96,255.6,92.0,11.5,13.0,3.0,3.51,4.0,704.9,287.0,68.93,2.4560975609756097
107.0,1,0,0,0.0,241.9,102.0,41.12,126.9,117.0,10.79,185.6,92.0,8.35,11.7,6.0,3.16,0.0,554.4,311.0,60.26,1.782636655948553
119.0,0,0,0,0.0,239.1,88.0,40.65,243.5,79.0,20.7,230.9,92.0,10.39,10.9,3.0,2.94,3.0,713.5,259.0,71.74,2.7548262548262548
82.0,2,0,1,29.0,207.2,111.0,35.22,254.1,137.0,21.6,169.3,92.0,7.62,9.5,5.0,2.57,2.0,630.5999999999999,340.0,64.44,1.854705882352941
39.0,0,0,0,0.0,154.1,104.0,26.2,204.2,112.0,17.36,196.2,92.0,8.83,9.8,4.0,2.65,2.0,554.5,308.0,52.39,1.8003246753246753
74.0,2,0,1,33.0,193.7,91.0,32.93,246.1,96.0,20.92,138.0,92.0,6.21,14.6,3.0,3.94,2.0,577.8,279.0,60.06,2.0709677419354837
91.0,1,0,0,0.0,133.8,61.0,22.75,158.8,96.0,13.5,189.6,92.0,8.53,10.5,2.0,2.84,1.0,482.20000000000005,249.0,44.78,1.936546184738956
45.0,2,0,1,29.0,135.8,104.0,23.09,222.5,101.0,18.91,235.6,92.0,10.6,7.9,6.0,2.13,2.0,593.9,297.0,52.6,1.9996632996632995
160.0,1,0,0,0.0,171.2,103.0,29.1,243.5,121.0,20.7,178.2,92.0,8.02,13.0,3.0,3.51,2.0,592.9,316.0,57.81999999999999,1.8762658227848101
116.0,0,0,0,0.0,51.1,106.0,8.69,208.6,137.0,17.73,198.0,92.0,8.91,12.3,3.0,3.32,1.0,457.7,335.0,35.33,1.366268656716418
115.0,1,0,0,0.0,166.5,111.0,28.31,236.2,98.0,20.08,205.6,92.0,9.25,15.6,2.0,4.21,1.0,608.3,301.0,57.64,2.0209302325581393
160.0,2,0,0,0.0,121.8,97.0,20.71,89.3,97.0,7.59,150.7,92.0,6.78,10.3,5.0,2.78,1.0,361.79999999999995,286.0,35.08,1.2650349650349648
112.0,1,1,1,16.0,200.3,72.0,34.05,197.8,91.0,16.81,151.1,92.0,6.8,10.4,3.0,2.81,1.0,549.2,255.0,57.66,2.1537254901960785
78.0,2,0,1,32.0,210.3,116.0,35.75,192.2,83.0,16.34,246.1,92.0,11.07,10.8,4.0,2.92,6.0,648.6,291.0,63.160000000000004,2.2288659793814434
73.0,1,0,0,0.0,214.3,145.0,36.43,268.5,135.0,22.82,241.2,92.0,10.85,10.8,10.5,2.92,1.0,724.0,372.0,70.1,1.946236559139785
94.0,1,0,0,0.0,108.0,79.0,18.36,241.9,152.0,20.56,252.1,92.0,11.34,10.4,3.0,2.81,3.0,602.0,323.0,50.260000000000005,1.8637770897832817
64.0,1,0,0,0.0,97.2,80.0,16.52,186.2,90.0,15.83,189.0,92.0,8.5,10.4,6.0,2.81,2.0,472.4,262.0,40.85,1.8030534351145038
125.0,2,0,0,0.0,168.6,99.0,28.66,175.6,107.0,14.93,243.3,92.0,10.95,10.9,7.0,2.94,0.0,587.5,298.0,54.540000000000006,1.971476510067114
59.0,0,0,0,0.0,107.8,113.0,18.33,216.6,125.0,18.41,217.5,92.0,9.79,9.9,3.0,2.67,2.0,541.9,330.0,46.529999999999994,1.642121212121212
63.0,1,1,1,36.0,199.0,110.0,33.83,291.3,111.0,24.76,197.6,92.0,8.89,11.0,6.0,2.97,1.0,687.9,313.0,67.48,2.19776357827476
96.0,1,0,0,0.0,106.6,128.0,18.12,284.8,87.0,24.21,178.9,92.0,8.05,14.9,7.0,4.02,1.0,570.3,307.0,50.379999999999995,1.8576547231270357
149.0,1,1,0,0.0,176.2,87.0,29.95,145.0,81.0,12.33,249.5,92.0,11.23,5.7,4.0,1.54,0.0,570.7,260.0,53.510000000000005,2.1950000000000003
76.0,1,0,0,0.0,169.5,77.0,28.82,124.0,87.0,10.54,219.4,92.0,9.87,10.0,3.0,2.7,0.0,512.9,256.0,49.23,2.003515625
136.0,0,0,0,0.0,102.1,75.0,17.36,219.5,97.0,18.66,73.7,92.0,3.32,9.8,5.0,2.65,0.0,395.3,264.0,39.339999999999996,1.4973484848484848
142.0,2,0,1,40.0,230.7,101.0,39.22,256.8,88.0,21.83,263.9,92.0,11.88,6.4,3.0,1.73,1.0,751.4,281.0,72.92999999999999,2.6740213523131673
83.0,2,0,0,0.0,259.7,106.0,44.15,152.7,116.0,12.98,224.7,92.0,10.11,10.2,2.0,2.75,0.0,637.0999999999999,314.0,67.24,2.028980891719745
93.0,1,0,0,0.0,190.2,68.0,32.33,262.2,64.0,22.29,130.0,92.0,5.85,8.8,4.0,2.38,0.0,582.4,224.0,60.47,2.6
78.0,1,0,1,21.0,160.6,85.0,27.3,223.1,79.0,18.96,124.0,92.0,5.58,9.5,1.0,2.57,2.0,507.7,256.0,51.84,1.983203125
139.0,2,0,0,0.0,196.0,135.0,33.32,186.0,146.0,15.81,153.0,92.0,6.89,9.8,1.0,2.65,3.0,535.0,373.0,56.02,1.4343163538873995
102.0,2,0,0,0.0,103.1,70.0,17.53,275.0,129.0,23.38,141.1,92.0,6.35,11.2,5.0,3.02,1.0,519.2,291.0,47.26,1.784192439862543
58.0,0,0,1,20.0,194.5,110.0,33.07,213.7,89.0,18.16,236.6,92.0,10.65,9.5,2.0,2.57,1.0,644.8,291.0,61.88,2.2158075601374567
100.0,0,0,0,0.0,185.0,122.0,31.45,182.5,92.0,15.51,274.9,92.0,12.37,5.1,8.0,1.38,1.0,642.4,306.0,59.33,2.0993464052287583
89.0,1,0,1,32.0,209.9,113.0,35.68,249.8,104.0,21.23,224.2,92.0,10.09,8.7,7.0,2.35,1.0,683.9000000000001,309.0,67.0,2.2132686084142397
119.0,1,0,1,26.0,161.3,97.0,27.42,250.3,110.0,21.28,142.4,92.0,6.41,6.6,8.0,1.78,1.0,554.0,299.0,55.11,1.8528428093645486
29.0,1,0,0,0.0,157.4,122.0,26.76,145.0,75.0,12.33,281.8,92.0,12.68,9.3,2.0,2.51,1.0,584.2,289.0,51.77,2.021453287197232
111.0,1,0,1,36.0,166.2,54.0,28.25,238.8,109.0,20.3,108.8,92.0,4.9,11.2,2.0,3.02,3.0,513.8,255.0,53.449999999999996,2.0149019607843135
106.0,2,0,0,0.0,194.8,133.0,33.12,213.4,73.0,18.14,190.8,92.0,8.59,11.5,7.0,3.11,0.0,599.0,298.0,59.849999999999994,2.01006711409396
123.0,1,0,0,0.0,175.7,78.0,29.87,184.6,96.0,15.69,156.9,92.0,7.06,9.1,2.0,2.46,2.0,517.1999999999999,266.0,52.620000000000005,1.9443609022556387
130.0,0,0,0,0.0,287.8,129.0,45.21,243.2,134.0,19.16,195.1,92.0,9.45,8.7,2.0,2.35,4.0,726.1,355.0,73.82000000000001,2.0453521126760563
144.0,2,0,0,0.0,294.5,101.0,46.35,230.7,88.0,21.46,121.0,92.0,5.4,11.6,6.0,3.13,1.0,646.2,281.0,73.21000000000001,2.2996441281138793
93.0,0,0,1,21.0,137.2,103.0,22.81,148.5,129.0,13.81,172.6,92.0,8.4,11.8,1.0,3.19,4.0,458.29999999999995,324.0,45.019999999999996,1.414506172839506
17.0,1,1,0,0.0,174.8,124.0,26.68,239.6,95.0,19.52,335.7,92.0,14.97,13.6,3.0,3.67,0.0,750.0999999999999,311.0,61.17,2.4118971061093246
81.0,1,1,0,0.0,141.4,76.0,27.4,162.9,98.0,15.61,213.5,92.0,9.65,17.1,3.0,4.620000000000001,3.0,517.8,266.0,52.66,1.9466165413533834
184.0,1,0,0,0.0,251.4,69.0,41.19,293.3,114.0,24.42,191.0,92.0,8.64,13.8,3.0,3.73,1.0,735.7,275.0,74.25,2.6752727272727275
89.0,2,0,0,0.0,312.9,102.0,53.66,253.9,115.0,23.18,298.1,92.0,14.04,5.3,3.0,1.43,1.0,864.9,309.0,90.88,2.799029126213592
106.0,2,0,0,0.0,199.6,93.0,36.8,251.2,88.0,20.18,188.4,92.0,8.61,12.4,2.0,3.35,2.0,639.1999999999999,273.0,65.59,2.341391941391941
124.0,1,0,0,0.0,304.0,104.0,51.04,170.0,107.0,15.3,169.6,92.0,7.59,12.8,5.0,3.46,1.0,643.6,303.0,73.93,2.1240924092409244
120.0,1,0,0,0.0,178.4,97.0,30.33,168.3,113.0,14.31,120.5,93.0,5.42,9.3,9.0,2.51,1.0,467.20000000000005,303.0,50.06,1.541914191419142
101.0,2,0,0,0.0,174.9,105.0,29.73,262.0,75.0,22.27,210.0,93.0,9.45,8.5,5.0,2.3,1.0,646.9,273.0,61.45,2.3695970695970696
99.0,2,1,0,0.0,242.3,102.0,41.19,341.82500000000005,102.0,28.927500000000002,163.1,93.0,7.34,11.3,3.0,3.05,0.0,747.225,297.0,77.45750000000001,2.515909090909091
117.0,0,0,0,0.0,239.9,84.0,40.78,174.8,106.0,14.86,209.5,93.0,9.43,9.8,2.0,2.65,0.0,624.2,283.0,65.07,2.20565371024735
96.0,2,0,1,31.0,183.4,126.0,31.18,195.5,106.0,16.62,180.1,93.0,8.1,10.5,5.0,2.84,1.0,559.0,325.0,55.9,1.72
119.0,0,0,0,0.0,124.3,68.0,21.13,207.1,88.0,17.6,157.4,93.0,7.08,14.8,1.0,4.0,0.0,488.79999999999995,249.0,45.81,1.9630522088353413
57.0,1,0,0,0.0,85.9,92.0,14.6,193.9,127.0,16.48,231.5,93.0,10.42,10.1,2.0,2.73,0.0,511.3,312.0,41.5,1.6387820512820512
105.0,0,0,0,0.0,213.4,100.0,36.28,204.9,52.0,17.42,179.7,93.0,8.09,9.5,6.0,2.57,1.0,598.0,245.0,61.790000000000006,2.440816326530612
102.0,1,0,1,25.0,137.4,100.0,23.36,176.7,83.0,15.02,188.2,93.0,8.47,10.2,6.0,2.75,2.0,502.3,276.0,46.849999999999994,1.819927536231884
70.0,2,1,0,0.0,226.7,98.0,38.54,228.1,115.0,19.39,73.2,93.0,3.29,17.1,4.0,4.620000000000001,2.0,528.0,306.0,61.22,1.7254901960784315
117.0,0,0,0,0.0,102.3,100.0,17.39,135.2,104.0,11.49,199.7,93.0,8.99,15.7,10.0,4.24,3.0,437.2,297.0,37.870000000000005,1.472053872053872
45.0,2,0,0,0.0,159.8,91.0,27.17,120.4,86.0,10.23,163.0,93.0,7.34,10.6,3.0,2.86,2.0,443.20000000000005,270.0,44.74000000000001,1.6414814814814815
82.0,0,0,0,0.0,101.0,93.0,17.17,155.6,104.0,13.23,304.4,93.0,13.7,13.3,2.0,3.59,0.0,561.0,290.0,44.1,1.9344827586206896
170.0,2,0,1,37.0,178.1,130.0,30.28,242.8,103.0,20.64,243.0,93.0,10.93,13.0,4.0,3.51,0.0,663.9,326.0,61.85,2.0365030674846625
87.0,2,0,0,0.0,234.8,85.0,39.92,140.9,91.0,11.98,204.3,93.0,9.19,9.5,5.0,2.57,1.0,580.0,269.0,61.09,2.1561338289962824
87.0,2,0,0,0.0,189.5,113.0,32.22,204.9,100.0,17.42,221.7,93.0,9.98,13.4,3.0,3.62,1.0,616.0999999999999,306.0,59.620000000000005,2.013398692810457
126.0,2,0,0,0.0,175.4,120.0,29.82,98.3,71.0,8.36,201.9,93.0,9.09,10.6,1.0,2.86,0.0,475.6,284.0,47.269999999999996,1.6746478873239437
131.0,1,0,0,0.0,166.5,129.0,28.31,210.2,107.0,17.87,257.2,93.0,11.57,9.9,5.0,2.67,1.0,633.9,329.0,57.75,1.9267477203647416
105.0,1,0,1,21.0,147.0,112.0,24.99,197.3,46.5,16.77,267.4,93.0,12.03,8.7,3.0,2.35,2.0,611.7,251.5,53.79,2.43220675944334
106.0,1,0,0,0.0,165.3,118.0,28.1,210.0,101.0,17.85,187.2,93.0,8.42,8.5,3.0,2.3,2.0,562.5,312.0,54.370000000000005,1.8028846153846154
102.0,1,0,0,0.0,129.5,56.0,22.02,341.82500000000005,118.0,28.927500000000002,145.5,93.0,6.55,10.9,3.0,2.94,1.0,616.825,267.0,57.4975,2.3102059925093634
165.0,0,0,0,0.0,150.5,75.0,25.59,193.1,93.0,16.41,311.6,93.0,14.02,10.3,2.0,2.78,1.0,655.2,261.0,56.019999999999996,2.510344827586207
41.0,1,0,1,30.0,191.7,109.0,32.59,193.0,86.0,16.41,149.4,93.0,6.72,11.1,4.0,3.0,1.0,534.1,288.0,55.72,1.854513888888889
225.0,1,0,0,0.0,165.4,106.0,28.12,273.7,109.0,23.26,210.0,93.0,9.45,8.7,3.0,2.35,0.0,649.1,308.0,60.83,2.1074675324675325
70.0,2,0,0,0.0,129.9,102.0,22.08,208.7,133.0,17.74,231.4,93.0,10.41,14.3,3.0,3.86,1.0,570.0,328.0,50.22999999999999,1.7378048780487805
63.0,2,0,0,0.0,185.3,87.0,31.5,225.3,87.0,19.15,194.3,93.0,8.74,11.7,3.0,3.16,0.0,604.9000000000001,267.0,59.39,2.265543071161049
158.0,0,0,0,0.0,209.9,112.0,35.68,221.3,82.0,18.81,210.0,93.0,9.45,8.2,3.0,2.21,1.0,641.2,287.0,63.94,2.234146341463415
100.0,1,0,0,0.0,113.3,96.0,19.26,197.9,89.0,16.82,284.5,93.0,12.8,11.7,2.0,3.16,4.0,595.7,278.0,48.879999999999995,2.1428057553956834
190.0,1,0,0,0.0,169.4,102.0,28.8,253.5,113.0,21.55,197.1,93.0,8.87,8.9,5.0,2.4,1.0,620.0,308.0,59.22,2.012987012987013
21.0,2,0,0,0.0,225.0,110.0,38.25,244.2,111.0,20.76,221.2,93.0,9.95,10.7,4.0,2.89,0.0,690.4,314.0,68.96000000000001,2.1987261146496815
130.0,1,0,0,0.0,213.1,105.0,36.23,206.2,108.0,17.53,163.4,93.0,7.35,8.9,3.0,2.4,0.0,582.6999999999999,306.0,61.11,1.9042483660130716
30.0,1,0,0,0.0,169.9,144.0,28.88,225.2,118.0,19.14,169.7,93.0,7.64,11.4,7.0,3.08,1.0,564.8,355.0,55.66,1.5909859154929575
124.0,0,0,0,0.0,151.1,123.0,25.69,187.4,104.0,15.93,255.4,93.0,11.49,5.3,3.0,1.43,1.0,593.9,320.0,53.11000000000001,1.8559375
3.0,2,0,1,27.0,67.4,116.0,11.46,244.0,78.0,20.74,281.1,93.0,12.65,11.4,2.0,3.08,2.0,592.5,287.0,44.85,2.0644599303135887
61.0,1,0,0,0.0,197.7,118.0,33.61,152.2,96.0,12.94,221.0,93.0,9.95,7.0,3.0,1.89,2.0,570.9,307.0,56.5,1.8596091205211727
123.0,0,0,0,0.0,105.0,150.0,17.85,251.6,90.0,21.39,258.0,93.0,11.61,14.9,5.0,4.02,0.0,614.6,333.0,50.85,1.8456456456456458
137.0,0,0,0,0.0,144.0,90.0,24.48,181.6,100.0,15.44,128.1,93.0,5.76,12.3,2.0,3.32,0.0,453.70000000000005,283.0,45.68,1.6031802120141345
119.0,1,0,1,35.0,217.1,92.0,36.91,220.8,134.0,18.77,249.5,93.0,11.23,8.0,5.0,2.16,2.0,687.4,319.0,66.91,2.1548589341692788
101.0,0,0,0,0.0,89.7,118.0,15.25,260.1,79.0,22.11,170.1,93.0,7.65,13.5,10.5,3.65,5.0,519.9,290.0,45.01,1.792758620689655
107.0,2,1,0,0.0,194.4,83.0,33.05,247.8,84.0,21.06,245.4,93.0,11.04,11.2,7.0,3.02,2.0,687.6,260.0,65.15,2.644615384615385
108.0,1,0,0,0.0,112.0,105.0,19.04,193.7,110.0,16.46,208.9,93.0,9.4,4.1,4.0,1.11,4.0,514.6,308.0,44.9,1.670779220779221
161.0,2,0,0,0.0,297.9,141.0,50.64,238.1,107.0,20.24,240.5,93.0,10.82,8.9,5.0,2.4,1.0,776.5,341.0,81.69999999999999,2.277126099706745
65.0,0,0,1,31.0,282.3,70.0,47.99,152.0,89.0,12.92,225.5,93.0,10.15,12.0,4.0,3.24,1.0,659.8,252.0,71.06,2.6182539682539683
128.0,1,0,1,40.0,171.2,88.0,29.1,145.7,109.0,12.38,196.8,93.0,8.86,14.0,6.0,3.78,1.0,513.7,290.0,50.34,1.7713793103448277
140.0,0,0,0,0.0,194.8,107.0,33.12,170.9,99.0,14.53,225.1,93.0,10.13,13.9,4.0,3.75,0.0,590.8000000000001,299.0,57.78,1.975919732441472
159.0,1,0,0,0.0,87.7,103.0,14.91,278.2,97.0,23.65,170.6,93.0,7.68,10.5,10.0,2.84,1.0,536.5,293.0,46.24,1.8310580204778157
38.0,2,0,0,0.0,149.0,92.0,25.33,60.424999999999955,78.0,5.347499999999998,163.3,93.0,7.35,13.9,10.5,3.75,0.0,372.72499999999997,263.0,38.027499999999996,1.4172053231939161
94.0,1,1,0,0.0,235.6,131.0,40.05,194.8,107.0,16.56,170.6,93.0,7.68,8.6,4.0,2.32,1.0,601.0,331.0,64.28999999999999,1.8157099697885197
159.0,1,0,0,0.0,275.8,103.0,46.89,189.5,108.0,16.11,223.9,93.0,10.08,7.4,5.0,2.0,2.0,689.2,304.0,73.08,2.267105263157895
72.0,1,0,0,0.0,139.9,117.0,23.78,223.6,96.0,19.01,240.8,93.0,10.84,12.7,4.0,3.43,2.0,604.3,306.0,53.63000000000001,1.9748366013071894
157.0,1,0,0,0.0,152.7,105.0,25.96,257.5,80.0,21.89,198.1,93.0,8.91,9.4,4.0,2.54,1.0,608.3,278.0,56.760000000000005,2.1881294964028775
184.0,0,0,1,12.0,200.3,76.0,34.05,253.6,105.0,21.56,149.3,93.0,6.72,10.2,5.0,2.75,0.0,603.2,274.0,62.33,2.201459854014599
67.0,1,0,1,30.0,129.6,107.0,22.03,233.0,104.0,19.81,297.0,93.0,13.37,14.5,5.0,3.92,1.0,659.6,304.0,55.21,2.169736842105263
100.0,1,0,0,0.0,166.0,102.0,28.22,236.1,97.0,20.07,134.3,93.0,6.04,10.9,4.0,2.94,1.0,536.4000000000001,292.0,54.33,1.8369863013698633
